Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,TEI-TEO,TCO-TCI,fault level,Label,Condition block
,49,60.27,60.6,51.37,50.9,74.11,74.3,82.99,83.5,80.75,74,59.88,60.4,96.05,24.2,73.01,-1.161,80.28,76.74,4.711,1.167,66.84,4.223,0.8326,259.5,216.5,8.8,7.5,42.1,37.2,91,106.2,10.1,47.7,5.4,116.9,26.1,68.5,79,76,,3.376,6.86,20,0,120.2,114.9,161.3,123.1,9.1,9.5,67.01,21.34,100,100,57,56,38.27,59.05,70.52,63.94,62.2,50.61,65.07,-13.26,8.9,8.88,,70,4
,49,60.39,60.6,50.72,50.6,75.09,75.2,84.51,84.7,82.35,75.11,59.76,60.48,102.5,23.47,78.84,0.1691,86.46,80.75,6.495,0.7909,69.51,4.373,0.804,261.2,214.4,8.6,7.5,41.8,36.9,92.2,108.7,10.4,47.2,5.2,115.7,23.5,71.8,80,77,,3.661,6.768,20,0,119.2,114.5,163.3,125.4,9.5,10,68.22,22.15,100,100,57,56,43.43,59.09,71.18,65,62.61,46.59,65.16,-6.35,9.67,9.42,,70,4
,49,59.9,59.4,51.78,51.4,76.12,76.2,83.98,83.7,81.2,71.26,59.02,59.83,85.33,30.08,108,-52.73,73.28,65.3,7.298,-0.6787,59.69,4.316,0.8146,260.6,216.5,9.3,6.2,42.1,37.2,89.9,104.2,8.6,48.2,6.1,118.3,28.2,67.3,69,66,,5.774,7.814,20,0,114,109.8,163.3,125.4,7.5,8,75,0,100,43.1,47.31,56,60,58.8,67.21,65.37,62.57,85.89,62.51,103,8.12,7.86,,70,5
,50,57.61,57.1,50.35,50,77.06,77,84.14,83.8,81.45,68.23,56.56,57.53,77.33,29.36,144.4,-96.4,65.08,55.69,8.717,-0.6747,55.69,4.109,0.8558,262.1,215.1,7.9,5.3,42,37.2,88.9,102.3,7.4,47.7,5.4,118.8,29.9,65.9,64,61,,4.646,8.323,20,0,114.2,109.8,162.3,124.4,6.8,7.1,80,0,100,32,47,56,55,58.76,67.49,63.57,60.6,80.68,70.55,161,7.26,7.08,,70,5
,50,56.3,56.6,50.1,50.6,76.32,75.9,82.67,81.7,80.43,67.12,55.58,56.59,69.25,24.43,145.2,-100.4,55.39,48.96,9.06,2.621,50.53,3.854,0.9122,262,214.5,8.8,4.6,41.8,36.9,86.3,97.8,6.2,47.8,6.2,120.4,33.6,61.1,57,55,,0.7416,8.971,20,0,114,109.4,160.8,123.4,5.8,6,75,0,100,32,47,56,42,58.72,67.45,62.59,59.62,67.14,73.32,173.7,6.2,6.35,,70,5
,50,54.95,54.7,51.53,51.4,77.55,77.3,81.11,80.8,79.28,60.94,54.51,54.91,38.86,19.96,200.2,-181.3,30.27,26.42,3.543,-0.3045,38.89,2.737,1.285,261.9,212.9,7.4,2.1,43.8,39,82.9,91.8,3.7,50.1,6.3,132.9,49.7,52.8,45,43,,6.365,10.46,20,0,114.5,109.8,158.3,118.2,3.3,3.5,35,0,100,10,47,56,41.77,58.8,69.34,56.49,56.02,45.48,85.03,227.4,3.42,3.56,,70,6
,50,53.6,53.3,50.27,50,77.26,77.1,80.74,80.5,78.95,59.63,53.29,53.6,38.13,19.6,211.8,-193.3,29.84,27.06,2.845,0.05933,38.69,2.712,1.296,263.1,215,6.5,2.4,43.5,38.7,82.9,91.8,3.9,49.3,5.8,137.1,54.5,52.8,45,43,,7.123,10.46,20,0,115.1,109.8,161.3,121.3,3.5,3.3,45,0,100,10,47,56,41.56,58.76,69.17,55.05,54.46,45.18,68.28,229.5,3.33,3.48,,70,6
,50,53.06,53.2,50.31,50.4,76.12,75.7,79.02,78.7,77.64,59.06,52.88,53.28,31.8,15.09,203.4,-186.7,24.72,23.04,3.581,1.894,35.85,2.425,1.45,262.7,215.1,6.3,2,44.1,39.3,80.7,87.9,2.6,49.8,5.7,141,60.6,49.1,42,40,,9.81,10.89,20,0,115.7,110.3,158.3,118.2,2.8,2.9,45,0,100,10,47,56,24.36,58.8,69.29,54.68,54.05,34.51,85.93,232.9,2.75,2.9,,70,6
,49,55.48,56.5,50.59,50.4,72.43,72.2,77.59,78.1,75.84,64.54,54.92,55.98,56.18,19.03,123.1,-85.91,43.67,38.7,9.424,4.45,48.49,3.167,1.11,261.4,214.5,7.7,4.2,42.6,37.7,82.3,90.8,6.6,48.8,6,134.1,51.8,52.9,54,52,,2.284,9.315,20,0,121.2,115.1,159.3,120.9,5.9,6.2,80,50,100,44.31,48,56,38,58.96,67.9,63.16,59.21,51.1,57.28,179.2,4.89,5.16,,70,7
,49,57.53,58.5,50.88,50.9,72.27,72.2,78.78,79.5,77.11,68.47,56.73,57.94,69.39,17.75,92.06,-40.43,59.79,52.58,10.96,3.742,54.37,3.866,0.9094,255.9,215.9,9.1,6,41.6,36.9,85.7,96.8,8.8,48.3,6.5,120.9,35.5,59.2,64,61,,8.464,8.323,20,0,120.7,115.1,159.3,121.9,7.5,7.6,80,50,100,60.86,48,56,38,59,68.48,65.45,61.5,44.99,66.6,109.7,6.65,6.51,,70,7
,49,59.29,60,51.17,51.1,71.69,70.9,79.68,79.5,77.36,71.14,58.36,59.62,86.55,25.16,67.44,-6.048,72.81,64.52,11.29,2.996,60.53,4.23,0.8313,260.2,215.2,9.5,6.8,41.6,36.7,86.6,97.8,9.1,47.8,6.2,115.6,29.4,61.1,71,68,,4.021,7.617,20,0,119.7,114.7,162.3,124.7,8.6,8.9,75,100,100,100,56,56,77,59,64.83,69.59,64.04,103.6,48.86,11.27,8.12,7.99,,70,7
,50,59.78,59.4,53.34,52.8,68.5,68.3,74.89,74.7,72.61,68.23,59.3,59.83,69.72,24.89,47.8,-2.961,57.74,53.49,4.681,0.4269,47.2,4.301,0.8175,262.1,215.1,11.2,4.8,41.8,36.9,79.5,85.9,6.8,49.8,8,116.4,36.9,49.5,53,51,,2.073,9.433,20,0,112.7,109,159.8,121.4,6.4,6.4,35,0,100,80,56,56,67,58.64,62.54,60.95,60.81,153.1,112.4,-31.21,6.44,6.39,,70,8
,50,58.43,58,51.74,51.4,67.97,67.6,74.44,74.1,72.4,67.74,58.16,58.44,70.97,22.32,51.18,-2.526,60.14,57.71,2.487,0.05955,47.02,4.497,0.7818,263.4,215.8,9.9,4.8,41.5,36.6,78.9,84.9,6.6,48.8,7.5,114.7,35.8,48,53,51,,3.587,9.433,20,0,112.9,109,155.8,118.4,6.5,6.6,40,0,100,80,56,56,67,58.6,62.46,59.6,59.17,138.7,59.7,-33.63,6.69,6.47,,70,8
,50,57.4,57.2,50.72,50.4,67.27,66.8,73.78,73.3,71.87,67.12,57.13,57.49,71.02,20.85,51.79,-1.617,60.18,57.75,3.226,0.7965,46.59,4.541,0.7742,261.9,215.9,8.9,4.9,41.5,36.6,78.2,83.9,6.4,48,6.8,113.1,34.7,47.6,53,51,,3.388,9.433,20,0,112.4,108.8,157.8,120.6,6.5,6.8,50,0,100,80,56,56,67,58.6,62.29,58.82,58.19,135.4,77.41,-30.14,6.68,6.51,,70,8
,50,56.63,56.6,50.06,49.8,66.7,66.4,73.13,72.5,71.3,66.47,56.36,56.72,70.13,19.96,52.69,-2.513,59.08,56.65,3.226,0.7966,46.2,4.497,0.7819,261.9,216,8.8,4.8,41,36.1,77.3,82.4,6.1,47.3,6.3,111.8,34.7,46.6,52,50,,2.982,9.553,20,0,112.4,108.8,155.8,119.1,6.1,6.8,50,0,100,80,56,56,60,58.6,62.13,58.33,57.66,135.6,77.43,-19.73,6.57,6.43,,70,8
,50,56.63,56.9,50.63,51.4,66.25,66.4,71.77,70.4,70.52,66.02,56.4,56.8,59.23,13.46,48.24,-2.467,53.81,51.75,3.587,1.53,36.23,5.222,0.6733,257.2,215.5,9.5,3.1,42.1,37.2,73.5,76.5,3.2,48.7,6.3,112.9,39.6,39.3,43,41,,8.246,10.74,20,0,111.8,108.2,153.8,115.6,4,5.2,20,0,100,40,47,56,67,58.6,62.91,58.33,57.7,74.93,86.09,-18.74,6,5.52,,70,9
,50,55.89,55.6,51.49,51.2,66.53,66.2,70.83,70.6,69.29,62.74,55.7,55.9,47.18,16.93,71.89,-41.64,39.4,37.72,1.745,0.05936,37.63,3.682,0.955,263.5,215.1,8.4,3.5,42.9,38,74.1,77.5,4.4,49.6,6.8,119.2,44.9,39,44,42,,6.191,10.6,20,0,111.6,108.2,155.8,116.8,4.2,4.4,20,0,100,40,47,56,67,58.6,61.64,56.24,56.26,133.6,41.89,125.3,4.4,4.3,,70,9
,50,54.83,54.5,50.51,50.4,66.29,65.9,70.59,70.3,69.13,62.17,54.68,54.83,46.94,15.95,75.99,-45,38.88,37.55,1.386,0.05914,37.5,3.646,0.9644,262.1,216.3,7.6,3.4,42.8,37.9,73.8,77,4.9,49,6.2,119.9,46.1,38.8,44,42,,5.558,10.6,20,0,112,108.4,156.8,117.8,4.4,4.1,30,0,100,40,47,56,67,58.6,61.56,55.09,55.12,129.3,33.26,132.6,4.32,4.3,,70,9
,50,54.09,54.2,50.18,50.8,65.8,65.1,69.56,68.4,68.51,61.64,54.02,54.26,41.38,11.55,75.56,-45.73,34.77,34.19,2.098,1.517,34.27,3.567,0.9857,263.8,213.7,8.8,2.8,42,37.1,71.2,73,2.3,49.3,7,120.4,49.5,35.6,39,38,,7.594,11.2,20,0,112.2,108.4,155.8,117.1,3.4,3.4,25,0,100,40,47,56,67,58.55,61.31,54.48,54.42,100.6,50.36,144.4,3.91,3.76,,70,9
,44,55.64,55.8,46.95,47.2,81.97,83.2,89.71,91.2,88.29,71.91,54.96,55.81,85.22,15.63,180.4,-110.8,77.47,71.42,7.573,1.518,70.98,3.838,0.9162,264.4,213.8,7,4.5,40,35,95.7,115.6,8.7,44.3,4.3,118.8,23.1,80.6,82,79,,14.6,6.586,20,0,113.3,109.8,162.8,126.9,7.9,8.8,30,0,100,35,49,56,25,58.64,80.64,60.42,58.56,17.06,97.7,159.7,8.69,7.74,,70,10
,44,55.56,55.5,47.11,46.8,83.53,83.7,91.39,91.9,89.64,72.16,55.25,55.69,85.62,19.03,190.4,-123.8,75.57,72.79,3.939,1.158,73.45,3.618,0.9719,261.4,214.7,6.7,4.3,40.1,35.1,96.2,116.6,8,44.1,3.7,122.5,26.2,81.7,87,83,,12.67,6.228,20,0,113.6,109.6,164.7,128.8,8.2,8.7,45,0,100,35,49,56,25,58.68,79.12,57.1,56.59,22.34,94.54,161.5,8.45,7.86,,70,10
,44,55.11,55.2,46.54,46.3,84.1,84.2,92.29,92.6,90.42,72.28,54.84,55.2,89.82,20.52,199,-129.7,76.81,74.39,3.212,0.7932,74.92,3.604,0.9755,263.3,215,6.2,4.1,40.1,35.1,96.7,117.6,7.1,43.8,3.5,123.2,26.5,82.5,88,84,,9.229,6.14,20,0,113.8,109.6,163.3,127.4,8.3,8.9,45,0,100,35,49,56,25,58.68,79.49,56.61,56.02,23.66,77.1,164.9,8.57,8.19,,70,10
,44,54.83,55,46.13,45.9,84.51,84.5,92.86,93.2,90.87,72.49,54.64,54.95,91.92,21.93,202.3,-132.3,78.17,76.48,2.855,1.163,76.28,3.603,0.9758,264.2,215.8,5.6,4.3,40.3,35.3,97.5,119.1,6.9,43.8,3.4,123.2,25.7,83.3,90,86,,8.639,5.964,20,0,114,109.6,165.2,127.5,8.7,9,50,0,100,35,49,56,27,58.68,79.65,56.49,55.81,25.1,68.51,164.3,8.7,8.35,,70,10
,44,52.16,51.6,45.6,45.3,86.8,86.1,93.52,92.6,90.83,65.08,51.61,52.13,73.59,29.47,282.3,-238.2,58.95,53.95,4.689,-0.3082,65.15,3.181,1.105,263.1,215.5,6.1,5.1,39.2,34.3,97.7,119.6,7,43.4,4.2,129.3,31.6,85.8,75,72,,5.284,7.233,20,0,115.1,109.8,160.8,125.7,6.5,6.3,60,0,100,20,49,56,34,58.92,75.11,55.5,53.97,43.71,73.42,212.8,6.56,6.72,,70,11
,44,50.49,50,43.76,43.2,86.47,86.1,93.27,92.5,90.5,63.44,49.68,50.45,74.88,30.53,298.2,-253.8,60.47,53.26,6.901,-0.3085,61.6,3.451,1.019,264.5,215.7,2.9,3.9,40.1,35.3,96.2,116.6,5.4,42.5,2.1,127.9,31.5,82,71,68,,4.165,7.617,20,0,115.1,109.6,161.8,125.7,6.4,6.8,70,0,100,20,49,56,34,58.92,75.68,55.79,53.23,43.72,64.79,217.2,6.73,6.8,,70,11
,44,50.53,51.1,44.9,45.1,85.16,84.7,91.02,90.5,88.94,63.15,49.93,50.94,64.46,22.85,284,-242.4,50.23,44.89,9.052,3.716,60.19,2.934,1.198,264.3,214.3,5.7,4.6,39.4,34.5,95,114.7,6.3,43.4,4,129.3,34.3,80.2,69,66,,4.478,7.814,20,0,114.9,109.8,163.8,128.2,5.9,6,60,0,100,20,49,56,24,58.96,77.2,56.16,53.64,30.07,86.37,222.5,5.63,5.86,,70,11
,44,50.98,51.1,45.02,44.9,85.53,85.4,91.59,91.6,89.48,63.4,50.3,51.15,66.22,23.13,285.1,-242,53.32,47.23,7.613,1.526,60.65,3.091,1.137,262.4,215,4.9,4.4,40,35,96,116.1,7.1,43.4,3.6,129,33,81.1,70,67,,6.558,7.715,20,0,115.3,109.8,162.8,126.9,6.2,6.2,65,0,100,20,49,56,30,59.05,78.18,56.49,53.97,29.01,72.64,218.9,5.96,6.06,,70,11
,44,51.1,51.2,45.11,45.1,85.57,85.4,91.63,91.4,89.52,63.52,50.38,51.27,66.39,23.18,284.9,-241.7,53.14,46.75,7.899,1.511,61.4,3.043,1.155,263,212.8,5.1,4.4,39.5,34.8,96,116.1,6.7,43.4,3.4,129.3,33,81.3,70,67,,6.351,7.715,20,0,115.3,110.1,162.8,126.9,6,6.3,60,0,100,20,49,56,30,59.09,77.77,56.49,54.05,29.78,77.9,219.8,5.99,6.06,,70,11
,45,50.77,50.8,44.7,45.1,85.9,87.2,91.84,91,89.68,63.4,50.09,50.94,64.95,23.6,287.6,-246.3,54.1,48.05,7.569,1.517,40.42,4.706,0.7471,262.6,213.7,1.9,1.2,43.2,38.3,92.2,108.7,2.8,43.9,0.7,129,36.8,70.4,46,44,,1.003,10.32,20,0,116,110.5,163.3,124.1,3.5,5.7,30,0,100,5,49,56,39,59.54,77.85,55.42,53.68,30.92,104.6,218.7,6.07,5.94,,70,12
,45,50.49,50.1,46.62,46.4,85.9,85.8,89.95,89.9,88.12,59.47,50.22,50.57,44.48,20.08,314.6,-290.2,34.57,32.16,3.208,0.7917,48.22,2.521,1.395,263.5,214.8,5.6,3.1,40.8,35.8,93,110.2,5.2,45.3,4.5,138.4,46,74.4,54,52,,8.558,9.315,20,0,116,110.3,162.3,125.6,3.9,3.7,20,0,100,5,49,56,22,59.62,78.92,51.16,51.19,24.97,76.99,236.6,3.87,4.05,,70,12
,45,49.3,49,45.48,45.1,86.15,86.1,90.24,89.9,88.45,58.48,49.15,49.39,44.93,19.63,329,-303.7,34.3,32.98,2.114,0.7934,48.13,2.506,1.403,263.5,215.4,4.5,2.8,40.6,35.6,92.7,109.7,5.3,44.4,3.6,139.4,46.7,73.9,55,53,,6.809,9.199,20,0,116.4,110.5,160.8,124.2,3.8,3.9,30,0,100,5,49,56,26,59.62,78.75,49.77,49.79,24.62,50.74,237.1,3.82,4.09,,70,12
,45,48.52,48.7,45.23,45.4,85.45,84.8,89.05,88.3,87.76,57.83,48.54,48.81,39.62,14.26,329.2,-303.9,29.34,29.49,2.466,2.615,44.06,2.341,1.502,264,214,4.7,2.9,40.6,35.6,91.2,106.7,3.5,44.6,4,141.3,49.8,70.3,51,49,,5.684,9.675,20,0,116.9,110.7,160.8,124.1,3.5,3.4,30,0,100,5,49,56,16,59.7,78.59,49.07,49.1,18.12,59.18,240.4,3.29,3.6,,70,12
,44,53.72,54.5,46.5,46.4,78.94,78.4,86.27,86,84.81,69.95,53.86,54.05,80.39,16.02,163,-98.65,64.67,65.92,1.743,2.992,63.13,3.601,0.9763,263.3,214.9,7.1,6.5,39.5,34.6,92.5,109.2,8.4,44.1,4.3,122,29.5,74.1,74,71,,2.785,7.328,20,0,118.3,112.7,160.8,125.3,7.4,7.9,0,0,100,45.76,49.64,56,25.73,59.91,76.58,54.19,54.05,23.06,41.84,156.8,7.22,7.33,,70,13
,44,54.83,55.3,46.58,46.4,78.16,77.9,86.39,86.1,84.73,71.79,54.84,55.04,90.04,18.22,141.6,-69.73,73.76,73.91,1.742,1.891,67.26,3.856,0.9119,262.6,214.7,7.2,6.9,39.4,34.5,93,110.2,9.2,43.8,4.4,118.8,25.5,74.9,78,75,,3.156,6.952,20,0,117.4,112.2,161.3,126.3,8.3,8.7,0,0,100,53.9,49.85,56,28.17,59.91,75.64,55.22,55.12,27.79,41.82,125.5,8.25,8.23,,70,13
,44,55.85,56.6,46.95,46.8,77.14,76.4,86.02,85.3,84.36,73.27,55.91,56.1,96.31,18.05,120.3,-42,80.09,80.61,1.752,2.27,71.54,3.936,0.8932,260.2,216,7.3,7.4,39.5,34.6,92.7,109.7,9.7,43.6,4.2,117.8,24.9,75.4,85,81,,4.286,6.406,20,0,116.7,111.8,163.8,124.3,8.9,9.7,45,0,100,70,53,56,53,59.91,74.7,56.24,56.14,29.29,42.06,85.79,8.9,8.88,,70,13
,44,54.13,53.8,47.28,47.3,77.18,76.5,84.14,83.2,81.61,66.35,53.53,54.18,76.31,27.69,167.4,-118.8,61.31,55.96,5.772,0.4256,55.41,3.89,0.9038,263.2,214.7,8,5.1,39.2,34.3,88.3,101.3,6.9,44.6,5.2,119.2,30.6,67,64,61,,0.9848,8.323,20,0,112.7,108.4,160.8,125.7,6.7,6.6,50,0,100,30,48,56,59,60.07,67.37,57.92,56.3,91.03,85.8,175.2,6.85,6.96,,70,14
,44,52.98,52.8,46.21,45.8,76.32,76.4,83.16,82.8,80.63,64.99,52.34,53.07,74.9,27.66,171.3,-124.1,60.72,54.99,6.519,0.7928,55.54,3.844,0.9147,262.9,215.2,6.5,4.9,39.4,34.5,87.7,100.3,6.9,43.8,4.3,118.5,30.8,66.3,64,61,,2.163,8.323,20,0,112.4,108.4,159.8,124.2,6.4,6.9,70,0,100,30,48,56,52,60.11,68.35,58.25,55.49,80.56,56.67,178.5,6.77,6.84,,70,14
,44,52.41,52.5,45.64,45.4,76.28,76.4,83.07,82.8,80.71,64.67,51.65,52.58,74.45,25.87,175.8,-127.2,60.74,53.91,8.359,1.529,55.59,3.842,0.9152,262.9,215.3,5.9,4.9,39.5,34.6,87.7,100.3,6.9,43.4,4,117.6,29.9,65.7,64,61,,2.833,8.323,20,0,112.7,108.4,160.8,125,6.4,7.1,70,0,100,30,48,56,52,60.11,68.76,58.53,55.65,71.77,69.56,182.3,6.77,6.79,,70,14
,44,52.04,52,45.31,45.3,76.28,76.2,83.03,83,80.84,64.54,51.28,52.29,73.64,23.96,177.6,-128,60.35,53.52,9.09,2.263,55.57,3.819,0.9208,261.7,215.2,5.7,4.6,39.5,34.5,87.7,100.3,6.9,43.2,4,117.1,29.4,65.2,64,61,,3.418,8.323,20,0,112.4,108.2,158.3,123.2,6.6,6.9,70,0,100,30,48,56,52,60.11,69.25,58.16,55.28,62.89,75.65,182.8,6.73,6.75,,70,14
,45,50.28,49.6,46.46,46.3,78.41,78.4,82.38,82,80.51,57.99,49.89,50.29,43.42,20.45,246.3,-223.3,34.38,30.85,3.593,0.05901,41.98,2.88,1.221,262.5,215.9,6,2.4,40.3,35.3,84.6,94.8,4.6,45.1,4.8,127.7,43.1,59.5,48,46,,6.689,10.06,20,0,112,107.7,160.8,124.2,3.7,3.3,10,0,100,10,48,56,42,60.27,70.65,51,51.06,47.33,86.24,229.6,3.82,3.97,,70,15
,45,48.77,48.3,45.15,44.8,78.2,78.1,82.05,81.8,80.34,56.76,48.58,48.81,41.95,18.61,257.2,-233.8,32.24,30.57,2.1,0.424,41.75,2.716,1.295,261.7,213.9,4.3,2.6,40.3,35.3,84.3,94.3,4.1,44.3,4.2,131.7,47.4,59.2,48,46,,5.15,10.06,20,0,112.4,108.2,158.3,122.4,3.8,3.7,20,0,100,10,48,56,42,60.27,70.6,49.2,49.3,43.23,50.41,230.6,3.62,3.85,,70,15
,45,48.32,48.7,45.48,45.4,76.53,75.9,79.68,78.9,78.34,56.19,48.33,48.65,34.58,14.68,243.1,-223.2,25.57,25.72,2.859,3.009,37.38,2.405,1.462,263.4,216.1,5.1,2.1,40.3,35.3,81,88.4,2.2,45.1,4.8,136.5,55.2,53.6,43,41,,4.675,10.74,20,0,113.1,108.4,156.3,120,3,3.3,20,0,100,10,48,56,29,60.32,69.87,48.75,48.85,36.88,68.62,235.5,2.84,3.15,,70,15
,44,56.26,56.3,46.83,46.4,70.67,70.3,79.88,80.2,77.31,70.44,55.5,56.35,100.4,27.98,74.96,-2.509,84.52,77.69,7.615,0.7933,67.38,4.41,0.7972,261.7,215.1,7.9,7.2,38.5,33.7,87.4,99.8,9.6,43.4,4.7,111.6,24.2,66.1,78,75,,3.237,6.952,20,0,116.7,112.4,160.8,126.6,9.8,9.9,75,30,100,90,57,56,65,60.4,65.36,62.91,59.54,135.2,54.15,-9.546,9.43,9.21,,70,16
,44,55.89,56,45.8,45.4,70.87,70.8,80.66,80.8,77.93,70.77,54.88,55.94,106.9,29.82,78.24,-1.173,90.73,81.67,9.485,0.4279,70.57,4.52,0.7778,262.2,215.9,7,7.5,38.3,33.5,88.3,101.3,9.9,42.4,4.1,110.3,22.2,67.8,81,78,,3.658,6.677,20,0,116,112,158.3,124.1,10,10.7,80,30,100,90,57,56,68,60.4,65.32,62.79,59.37,145.3,66.64,-11.5,10.09,9.79,,70,16
,45,53.8,53.6,46.66,46.3,69.4,68.9,76.4,76,74.41,66.06,53.61,53.85,76.9,21.89,91.73,-36.72,63.8,62.12,2.106,0.4252,51.17,4.383,0.8021,263.7,214.5,7,5,39.4,34.5,81,88.4,6.4,43.9,4.4,111.1,29.9,54.1,58,56,,1.885,8.86,20,0,110.9,107.3,159.3,123.7,7.1,7.2,35,0,100,55,49,56,67,60.56,64.42,54.85,54.42,136.1,50.55,85.11,7.14,7,,70,17
,45,52.98,52.8,45.88,45.6,68.83,68.6,75.83,75.4,73.88,65.4,52.75,53.07,77.16,21.51,93.39,-37.74,63.46,61.42,2.839,0.7904,50.8,4.393,0.8004,264.6,214.6,6.5,5,39.1,34.2,80.4,87.4,6.2,43.4,4.2,110.1,29.7,53.2,58,56,,0.9711,8.86,20,0,110.9,107.3,158.3,123.3,6.8,7.2,40,0,100,55,49,56,67,60.6,64.34,54.32,53.77,138.1,68.13,90.59,7.1,7,,70,17
,45,52.37,52.2,45.31,45.1,68.34,68.1,75.25,74.9,73.43,64.95,52.14,52.5,76.19,20.14,93.31,-37.26,62.9,60.85,3.195,1.153,50.44,4.384,0.8019,264.3,213.9,6.2,4.9,38.9,34,79.8,86.4,6.8,43,4.4,109.2,29.6,52.9,57,55,,1.378,8.971,20,0,110.5,107.3,156.3,124.5,7,7.1,45,0,100,55,49,56,67,60.64,64.18,54.07,53.36,136.8,76.69,91.94,7.06,6.91,,70,17
,45,51.92,51.9,44.94,44.8,68.01,67.8,74.8,74.6,73.02,64.58,51.73,52.09,75.13,19.77,93.21,-37.85,62.02,60.35,3.188,1.515,50.27,4.338,0.8105,265.3,213.4,6,5.2,38.6,33.8,79.8,86.4,6.5,42.7,4.1,108.8,28.8,52.2,57,55,,1.589,8.971,20,0,110.5,106.9,156.8,122,7,7.1,45,0,100,55,49,56,67,60.56,64.01,53.7,52.99,137.5,76.51,93.55,6.98,6.79,,70,17
,45,50.44,50.3,45.27,45.6,67.89,67.5,72.92,72,71.62,61.19,50.3,50.57,55.29,14.24,114.6,-73.58,46.23,44.92,2.472,1.157,41.03,3.962,0.8875,263.6,214.5,7.2,3.3,38.2,33.4,75.3,79.4,4.6,43.9,5.4,111.6,36.3,46.4,47,45,,4.72,10.19,20,0,110.1,106.9,153.8,119.1,4.5,4.8,0,0,100,32.76,47.52,56,67,60.56,63.68,50.88,50.94,109.4,59.33,160.3,5.17,5.03,,70,18
,45,49.79,49.3,44.9,44.8,67.89,67.9,72.63,72.3,71.13,59.34,49.64,49.8,52.09,16.47,129.3,-93.72,43.35,42.05,1.364,0.0582,39.43,3.866,0.9094,263.3,212.9,4.7,3,40.1,35.1,75.3,79.4,4.4,43.8,3.7,114.5,39.2,44.9,45,43,,4.759,10.46,20,0,109.8,106.9,155.8,120,4.4,4.5,0,0,100,26.55,47.1,56,67,60.6,63.52,50.1,50.2,135.4,32.74,177.7,4.89,4.74,,70,18
,45,48.64,48.7,44.82,44.9,68.09,67.8,71.94,71.2,70.76,57.21,48.58,48.81,42.3,12.91,149,-119.6,34.09,33.5,2.101,1.519,36.15,3.315,1.061,263.9,214,4.6,2.3,40.1,35.3,74.1,77.5,3.5,44.1,3.8,117.8,43.7,41.2,42,40,,4.879,10.89,20,0,110.1,106.7,155.8,119.5,3.6,3.8,35,0,100,23,47,56,67,60.6,63.4,49.73,49.38,110.8,50.44,204.6,3.82,3.85,,70,18
,45,48.68,48.8,45.15,45.1,67.35,67.2,71.08,70.6,69.78,56.72,48.62,48.89,40.92,14.25,143.5,-116.8,31.54,30.96,2.467,1.885,35.98,3.082,1.141,263.7,214.1,5,2.6,40.1,35.1,73.2,76,3.4,44.3,4.2,121.7,48.5,40.9,42,40,,2.091,10.89,20,0,110.3,107.1,156.3,120.2,3.6,3.7,35,0,100,23,47,56,67,60.64,63.19,50.06,49.59,134,59.21,206.8,3.53,3.73,,70,18
,39,51.02,50.8,42.12,41.7,81.15,81.2,89.67,89.8,87.51,69.09,50.83,51.11,93.41,23.66,202.1,-132.3,79.81,78.13,2.48,0.7939,77.09,3.64,0.9659,263.3,215.2,4,3.9,37.7,33,93.7,111.7,6,39.1,1.4,117.6,24.1,78.7,91,87,,8.91,5.877,20,0,112.4,108.8,162.8,129.3,8.8,9.1,40,0,100,36,49,56,43.44,60.93,75.31,52.47,51.92,39.47,59.52,161.5,8.9,8.52,,70,19
,39,50.36,50.3,41.42,41,81.15,81,89.87,89.8,87.63,68.88,50.13,50.45,95.11,24.42,204.5,-133.8,79.49,77.46,2.824,0.7871,77.7,3.597,0.9775,261.8,213.4,3.6,3.9,37.4,32.7,93.7,111.7,5.9,38.4,1,116.4,22.7,79,92,88,,6.812,5.791,20,0,112.4,108.8,161.3,127.9,8.8,9.3,40,0,100,36,49,56,37.64,60.89,75.11,51.86,51.31,41.21,67.77,162.7,8.94,8.72,,70,19
,39,49.91,50,41.01,40.7,81.11,81,89.91,89.9,87.76,68.76,49.72,50.16,96.77,23.71,208.8,-135.8,79.27,77.6,3.923,2.247,78.48,3.552,0.99,263.9,213.8,3.3,3.9,37.2,32.7,93.7,111.7,5.9,38.2,0.8,116.4,22.7,79.2,92,88,,4.988,5.791,20,0,112.2,108.6,163.8,130.4,9.1,9.3,45,0,100,36,49,56,37.84,60.93,75.56,51.69,51.02,38.9,94.16,165.8,8.9,8.8,,70,19
